id,brand,channel_label,title,scheduled_date
50488745-9318-44c4-b045-1b17b2f6b039,EvidLY,Blog,The renewal your carrier is already reviewing,2029-04-03
032fc64f-8825-43b1-a29f-b8b47a99fe58,EvidLY,Blog,The Thanksgiving load test,2028-10-19
42358cf4-586f-4de6-b302-31e35c92fa90,EvidLY,Blog,The training refresh before summer staffing,2026-11-17
3744ad1c-1d04-47f0-b4ae-a249347cdc54,EvidLY,Blog,"Ventilation, airflow, and the summer ahead",2026-10-27
9b8e9255-9d2a-4376-bd52-dcf925c0e9c9,EvidLY,Blog,Volume changes your interval,2028-07-11
62cca4f9-f6a0-4a68-8c5c-aaa6f47d345c,EvidLY,Blog,What 2026 taught us,2029-05-25
a3397518-bebe-4379-8b8c-29b18e429e62,EvidLY,Blog,What a fire marshal sees that you don't,2028-05-15
c1df877e-d5ec-4c29-a4d8-8789088d9ebd,EvidLY,Blog,What changed in the rules this year,2027-07-27
fc0ddc91-4fb9-4d28-b972-419f2722c228,EvidLY,Blog,What we got wrong,2027-08-17
f8cd70c1-3b17-4cd4-9932-59b07e4b3eb8,EvidLY,Blog,What your carrier actually asks for,2030-06-03
4b12dc23-5506-4485-b613-cd314f9f7bc1,EvidLY,Blog,Why EvidLY will never give you a single compliance number,2026-12-01
18442f18-869a-4c92-9b54-f5736c4bae7f,EvidLY,Blog,Your first inspection of the year,2029-12-25
dd21867f-d41c-48b0-af56-5fc52f3cbde4,EvidLY,Email,250 seats. No clock. Here's where the window stands.,2028-04-18
a7463b2b-b5d5-4c28-bb24-99b3cb095c44,EvidLY,Email,Close the year with a complete record,2029-09-10
5d765052-1e85-406b-917a-ddec8a470dd2,EvidLY,Email,Close the year with a complete record,2029-08-13
4931b510-d066-4d7b-89aa-8e9a7f5c9d7b,EvidLY,Email,"Coverage, exclusions, and the fine print",2027-03-23
e2007558-4e83-4f19-be2d-446e4da36373,EvidLY,Email,"Coverage, exclusions, and the fine print",2028-05-16
9850da24-2dc2-4df4-9ff8-0a7d334ba692,EvidLY,Email,Cross-contact and the allergen requirement most kitchens miss,2028-02-28
a8f168a3-b752-48eb-b7f0-bad036b614a0,EvidLY,Email,Cross-contact and the allergen requirement most kitchens miss,2028-03-24
25340333-e67b-427c-9983-c5493ced20fd,EvidLY,Email,Exhaust fans and the failure you can hear,2026-12-01
7add07dd-f6be-4837-85d6-599d493f0f50,EvidLY,Email,Exhaust fans and the failure you can hear,2027-07-06
81286dcd-ff33-461b-9517-484b2cb6416d,EvidLY,Email,Fire Prevention Month: the kitchen is the ignition point,2028-06-06
7547ed17-37af-4db7-bbd5-9a93e529e341,EvidLY,Email,Fire Prevention Month: the kitchen is the ignition point,2028-07-12
cd52d538-2594-4341-9c1c-370ab0312a1e,EvidLY,Email,Fire safety in the hottest month,2027-08-27
198a6201-60e8-48c2-b4e4-2b7f7e5e7bdb,EvidLY,Email,Fire safety in the hottest month,2027-08-24
7a63d60b-f4ea-4c4c-b0e1-9857e7c19f0a,EvidLY,Email,Food and Fire never blend. Here's why that matters.,2027-06-29
6f55b66c-447f-4e14-b5a2-f998bc55e859,EvidLY,Email,Grease interception and the other authority,2027-06-01
839efa6b-aecf-490e-bec0-571685d8ed4b,EvidLY,Email,Grease interception and the other authority,2027-08-10
ff3789ae-1722-48b0-a374-7fcf17a8a614,EvidLY,Email,"Handler cards, CFPM, and the certification cliff",2028-02-02
8375c513-d92d-471f-9412-9c6619093827,EvidLY,Email,"Handler cards, CFPM, and the certification cliff",2027-12-28
95fd3f3b-165f-4867-bfaa-cd263d3bff95,EvidLY,Email,"Heat, humidity, and holding temperature",2027-09-14
b8a9dc06-d6de-454e-a285-067f2ba68063,EvidLY,Email,"Heat, humidity, and holding temperature",2027-12-14
c4697536-fc74-4572-a0c1-c21a0637129d,EvidLY,Email,"Loss control: information, not accusation",2028-01-25
3cd4ac3b-98d3-4d03-889d-12dfc8b3c6bf,EvidLY,Email,"Loss control: information, not accusation",2027-03-02
816cc112-ced2-4f3e-9020-dd3f56ee5fc1,EvidLY,Email,Multi-location: what doesn't transfer,2027-07-27
5ba82c6d-fb95-4f1f-bd35-485a89a6bb19,EvidLY,Email,Multi-location: what doesn't transfer,2027-04-20
c8d98a33-8e67-42a7-9c27-61269dbc5d54,EvidLY,Email,"New staff, old procedures",2029-02-23
daaaf4ed-c751-4fc9-b0a8-06ec181a5aa7,EvidLY,Email,"New staff, old procedures",2029-04-10
b7ad73d8-ceee-4cbd-a597-06181a274c74,EvidLY,Email,NFPA 96 in plain English,2028-08-02
ae4b4ea8-313f-4208-8ba1-fbb0e1e0a618,EvidLY,Email,NFPA 96 in plain English,2028-09-04
757f35b5-4696-4512-8884-9c1c205157e8,EvidLY,Email,One year of the Founder cohort,2027-08-31
ead5145e-3111-4e6c-ae36-98d9e73ff85e,EvidLY,Email,One year of the Founder cohort,2027-09-03
2b0c59d6-19e7-4803-8059-eedf0202e298,EvidLY,Email,"Patio, outdoor, and mobile: the requirements change",2026-12-29
c8675512-9fb2-4c14-aa5b-5ee358334136,EvidLY,Email,"Patio, outdoor, and mobile: the requirements change",2028-02-08
2bb8627e-fa85-411c-b577-3c8808d59b8e,EvidLY,Email,Peak season readiness,2027-01-12
a71d90af-b7bd-4f6d-bc5e-6d52cbaee1c8,EvidLY,Email,Peak season readiness,2027-07-30
e065978e-fa98-462c-85f0-d9bfd88f7a52,EvidLY,Email,"Pest, and the requirement that's always current",2028-05-09
1b1c821a-ddf1-4156-bcaf-5cd795e69fb4,EvidLY,Email,"Pest, and the requirement that's always current",2026-10-27
bd1110c0-c283-4fc3-b80e-3d7bb7f00602,EvidLY,Email,Predict. Reduce. Prove. — year two,2027-09-21
d23a2f23-277a-4d0f-846b-7fa30b61139d,EvidLY,Email,Predict. Reduce. Prove. — year two,2027-09-24
a349f9a2-d93b-4f27-84fa-65db10d87b83,EvidLY,Email,"Predict. Reduce. Prove. Why those three, in that order.",2027-10-22
5e4be74a-4da5-45c9-8c99-35d20e9e2007,EvidLY,Email,Prove: the part nobody thinks about until they need it.,2027-09-15
a8a3b725-0cce-4f66-8cfa-4c6cef180fd3,EvidLY,Email,"Reduce, not prevent",2029-07-20
33af46f1-8bd8-4d83-955f-7233c085c534,EvidLY,Email,"Reduce, not prevent",2029-06-14
cd614c5d-4309-4967-b485-0b486c935c8d,EvidLY,Email,Refrigeration: recovery time over temperature,2028-02-15
d6b9bf2e-4092-4077-91d3-6ff0e7440e51,EvidLY,Email,Refrigeration: recovery time over temperature,2028-03-28
47cc35e4-b3c0-46a3-a080-e4df14318eba,EvidLY,Email,"Selling, buying, and the diligence file",2027-08-20
5fc77f13-99fb-4d9f-84bf-535db95ccdf7,EvidLY,Email,"Selling, buying, and the diligence file",2027-08-17
77d108f5-8945-4b75-bec4-09a4a26d050a,EvidLY,Email,Setting the year: what to fix first,2030-03-11
f424b150-896d-49d5-a2e6-81098823ca33,EvidLY,Email,Setting the year: what to fix first,2030-04-09
15edb373-bfa1-48b3-8d76-be634537fadd,EvidLY,Email,Spring inspection season opens,2026-10-20
1bf07050-7686-4e60-94c3-667e79b61252,EvidLY,Email,Spring inspection season opens,2026-11-03
e4d5e282-0e11-4ba2-b87e-bfa131fecb4a,EvidLY,Email,"Summer volume, shorter intervals",2028-05-23
7e334ac8-100e-4c18-8f36-568c57c5428f,EvidLY,Email,"Summer volume, shorter intervals",2027-07-20
bdc9f624-676a-43b0-a1dd-d6a026302fe8,EvidLY,Email,Suppression service life,2027-12-28
8ed3c1bf-f72a-4efe-a56c-2f1a92496987,EvidLY,Email,Suppression service life,2027-08-24
efd2b21a-9ebb-4983-b033-30533098fabc,EvidLY,Email,Suppression: the system that gives you no feedback,2028-09-19
e2f015c9-6d30-4cab-9a6e-39d8c9ae092d,EvidLY,Email,Suppression: the system that gives you no feedback,2028-10-26
e60e792c-3f3e-4897-930f-81440e6b7a94,EvidLY,Email,The claim you'll never file,2028-05-30
2b2d0d69-e5cd-4f71-8122-0455633a8b44,EvidLY,Email,The claim you'll never file,2027-01-05
31759f9b-a255-4769-a898-a01bfada04da,EvidLY,Email,The compliance budget conversation,2030-05-02
f39d1538-77b6-4e1f-931a-461f4a25846a,EvidLY,Email,The compliance budget conversation,2030-06-06
00e0e827-98d1-4629-b0c2-64647d07fbe2,EvidLY,Email,The equipment you're going to replace this year,2026-09-08
d28861eb-8bbc-48e7-afbd-b413ca8c4f52,EvidLY,Email,The equipment you're going to replace this year,2028-03-14
e766a214-538b-4b2c-b055-e0e6254c9a04,EvidLY,Email,The five documents that decide your claim.,2028-06-06
8b32f1ab-4a48-4f53-aea4-a2132630d61e,EvidLY,Email,"The five temperature logs, not one",2027-11-05
147b2c7e-1c03-41a5-99bb-3b36542e1b71,EvidLY,Email,"The five temperature logs, not one",2027-12-14
c1c91964-2268-4cac-9902-ee49835410b1,EvidLY,Email,"The fryer, the thermostat, and the fire",2028-01-18
de41fbac-6aea-4397-a4fa-2785d67b647f,EvidLY,Email,"The fryer, the thermostat, and the fire",2028-04-25
2757cbfa-688f-4a85-b53f-cef9be5cbbfb,EvidLY,Email,The mid-year proof check,2026-12-15
30f2d1b5-a858-4520-9585-a1a67394908c,EvidLY,Email,The mid-year proof check,2027-02-02
0088021c-5a75-4c85-ab59-3fd646f1dec3,EvidLY,Email,The next 169,2027-09-17
48777a66-cf52-4f01-b73c-9180119c7e95,EvidLY,Email,The next 169,2027-09-14
78ab83ac-fac2-4cb0-a61e-42f3587a8160,EvidLY,Email,The pre-Q4 walkthrough,2028-05-24
621c1b90-91eb-4e82-b166-52f359860688,EvidLY,Email,The pre-Q4 walkthrough,2028-04-11
1117b3da-152f-4b34-89ed-176dfe1a9e0a,EvidLY,Email,The quiet week,2030-02-13
3513412f-ba1a-4790-8584-3f81da68a2d5,EvidLY,Email,The quiet week,2030-01-16
471a227a-89bc-46cd-a698-92a5306e7368,EvidLY,Email,The record at eleven months,2027-08-03
514fca4e-eed2-4bd7-83fb-19e8efa31dc7,EvidLY,Email,The record at eleven months,2027-08-06
c7d55e1c-a6f4-415b-bccc-99732835eba8,EvidLY,Email,The renewal your carrier is already reviewing,2029-10-04
63590bd4-4c95-4533-8455-b38f6ca5a4a7,EvidLY,Email,The renewal your carrier is already reviewing,2029-10-30
01841d15-f6ad-4aa7-9d9d-1a0924f434d0,EvidLY,Email,The seats that are gone aren't coming back.,2026-09-22
40ebe068-3304-40a8-a3df-f7a764e399b9,EvidLY,Email,The Thanksgiving load test,2029-04-23
46fab90e-d9cb-4afc-b108-a33f3ea74db8,EvidLY,Email,The Thanksgiving load test,2029-05-29
0134ed71-256b-447e-bbd9-c07ae981ed29,EvidLY,Email,The training refresh before summer staffing,2026-09-15
5dea5ea9-bd85-4b71-9c15-93845724e75a,EvidLY,Email,The training refresh before summer staffing,2027-04-27
4c4c6838-8e00-4ee7-9ab7-9fc8c5789384,EvidLY,Email,"Ventilation, airflow, and the summer ahead",2027-03-30
cde4f9fb-5346-4b00-ba1e-0fd44ce553e5,EvidLY,Email,"Ventilation, airflow, and the summer ahead",2028-02-22
91abe0f6-12d7-411e-a5b1-6dee430e7f59,EvidLY,Email,Volume changes your interval,2029-01-10
7767e588-cb39-41f5-8fe4-c7e7263447f8,EvidLY,Email,Volume changes your interval,2029-02-14
24ae7ebf-eaca-458e-870d-ea72c89b4677,EvidLY,Email,What 2026 taught us,2029-11-27
358a730c-1322-4a5e-b730-ec5eb92f1aff,EvidLY,Email,What 2026 taught us,2029-12-28
7bd81647-756c-4fce-abae-00a45ab451f7,EvidLY,Email,What a fire marshal sees that you don't,2028-12-25
6be7ed3b-8af2-4477-ad10-54666399df5c,EvidLY,Email,What a fire marshal sees that you don't,2028-11-14
71704ad1-f21f-4d12-a1ca-e9d244d85710,EvidLY,Email,What a Founder seat actually locks.,2027-06-08
8c52bee1-8777-4dc2-b111-e1e0511ce9b4,EvidLY,Email,What changed in the rules this year,2027-09-07
a3adf717-eb3a-4f7d-9de1-85de5f689b98,EvidLY,Email,What changed in the rules this year,2027-09-10
46d1d8e4-d2dc-4833-b9d5-0a2db119da0a,EvidLY,Email,What we got wrong,2027-08-10
e891f0ae-9274-41a4-ad10-6ec10368808e,EvidLY,Email,What we got wrong,2027-08-13
9ee46911-ad7e-43d5-a2ac-1aadf65545f6,EvidLY,Email,What your carrier actually asks for,2027-10-19
8ee60233-917a-42ac-bd55-b0bf745c6933,EvidLY,Email,What your carrier actually asks for,2027-08-31
c71d8869-dd1c-4e24-8360-b3075bc74cfc,EvidLY,Email,Where the Founder window stands going into September.,2027-09-02
9f8e0835-3cd4-4a0c-b811-8dcd580c3e35,EvidLY,Email,Your county has its own rulebook. Do you know what's in it?,2027-10-26
aadc7f45-e8de-42b1-bd4e-37e43086d4a7,EvidLY,Email,Your equipment tells you it's failing. Months ahead.,2027-11-23
5a37c0aa-7085-4597-b20a-544ce8364272,EvidLY,Email,Your first inspection of the year,2030-06-20
25498955-28a0-4c45-88e2-f6cffda74e0e,EvidLY,Email,Your first inspection of the year,2026-12-08
54bfb9f6-504a-4d87-bc8c-43f8346f2f7f,EvidLY,Facebook,169 counties. Five states. One view.,2027-11-30
f015675b-dd9a-4d50-9133-5ddfa7312f7a,EvidLY,Facebook,A fire is survivable. A denied claim is harder.,2029-11-27
907a55e9-0df6-4093-9507-f3e7df1801a1,EvidLY,Facebook,Can you prove it in ten minutes?,2028-09-26
e398857d-a191-4e72-a4ed-7aefc9e74776,EvidLY,Facebook,Close the year with a complete record,2029-02-19
76bfe030-1f86-46dd-9f8e-4f06a2e86199,EvidLY,Facebook,Close the year with a complete record,2029-03-09
a0f02095-e6a6-491b-8def-e32f7a89c141,EvidLY,Facebook,Close the year with a complete record,2029-01-29
fa142700-336e-4bf3-8dc0-c7dc5e4c9e98,EvidLY,Facebook,"Coverage, exclusions, and the fine print",2030-02-12
fca740cc-7aa4-4b4f-9113-7240741528f8,EvidLY,Facebook,"Coverage, exclusions, and the fine print",2030-02-19
d82de5c4-1e73-451c-9cd3-3d443828fd42,EvidLY,Facebook,"Coverage, exclusions, and the fine print",2029-08-21
cdc762cf-a371-41b3-893a-1bdef269f442,EvidLY,Facebook,Cross-contact and the allergen requirement most kitchens miss,2027-09-09
2bde6398-75d1-4f10-a6f5-11eafa6e85c4,EvidLY,Facebook,Cross-contact and the allergen requirement most kitchens miss,2027-08-19
9068d918-c303-4fd8-9b79-19b3315fd306,EvidLY,Facebook,Cross-contact and the allergen requirement most kitchens miss,2027-09-28
8c42bb45-5cec-4746-9917-dc6037a3e0d7,EvidLY,Facebook,Exhaust fans and the failure you can hear,2028-08-01
1f831a56-c91b-4c3f-9df8-d5ec6db2bbd6,EvidLY,Facebook,Exhaust fans and the failure you can hear,2027-01-19
b108eb59-62e6-4601-b0ba-54d64476456a,EvidLY,Facebook,Exhaust fans and the failure you can hear,2029-03-20
ccb5d317-3456-4657-b0d9-4035a00eb179,EvidLY,Facebook,Fire Prevention Month: the kitchen is the ignition point,2027-12-01
04b2141a-614e-4fb4-99f8-028c167eac7e,EvidLY,Facebook,Fire Prevention Month: the kitchen is the ignition point,2028-01-17
1368e19e-159b-45a3-a5b1-80de47bffea9,EvidLY,Facebook,Fire Prevention Month: the kitchen is the ignition point,2027-12-22
d19a4582-0a58-4561-996b-8810df305556,EvidLY,Facebook,Fire safety in the hottest month,2027-07-16
f3ea80c4-8ff7-4d74-9cea-afb41025b9ee,EvidLY,Facebook,Fire safety in the hottest month,2027-07-14
325f39ea-ba9e-48d9-9a7d-3f99dfad38e0,EvidLY,Facebook,Fire safety in the hottest month,2027-07-12
047a18df-61b1-4808-a3e3-c5dcdc24ca6d,EvidLY,Facebook,Five documents decide most claims.,2026-08-25
cd548867-fb24-4181-9d28-8c1ef4448046,EvidLY,Facebook,Food and Fire never blend.,2029-06-05
eeca5fc4-a601-4744-b1d8-e5ca0c219f09,EvidLY,Facebook,Grease interception and the other authority,2029-11-13
928ffc89-6dae-41e3-a338-b36a11f56da9,EvidLY,Facebook,Grease interception and the other authority,2028-10-17
f51d493e-8db0-447a-8af0-1461b28cba17,EvidLY,Facebook,Grease interception and the other authority,2029-12-25
6006a381-930f-4da1-a1c0-cbdf3563a4c1,EvidLY,Facebook,"Handler cards, CFPM, and the certification cliff",2027-08-06
c2fc8fe1-4150-479c-9f14-5182b06f04da,EvidLY,Facebook,"Handler cards, CFPM, and the certification cliff",2027-07-20
f9c6a36d-62e0-4a6d-a80c-d3a89dd50f87,EvidLY,Facebook,"Handler cards, CFPM, and the certification cliff",2030-02-05
3004379e-9eeb-4eb9-a1bc-8b858d1241ff,EvidLY,Facebook,"Heat, humidity, and holding temperature",2027-04-06
cd02f2f4-79bf-42f3-a033-fb0e98e508f3,EvidLY,Facebook,"Heat, humidity, and holding temperature",2029-05-29
ce35f47c-2117-49c4-94ae-c91c9434b2ff,EvidLY,Facebook,"Heat, humidity, and holding temperature",2029-06-12
7c0dab77-b038-4316-8a04-b72d5755b376,EvidLY,Facebook,"Loss control: information, not accusation",2028-05-16
db0db31c-f712-48a2-aa7e-2191165959b6,EvidLY,Facebook,"Loss control: information, not accusation",2029-09-04
485df9fb-300b-48ed-b559-d87a0cf5f0b5,EvidLY,Facebook,"Loss control: information, not accusation",2027-08-24
47381033-4129-4741-9cae-43997040607f,EvidLY,Facebook,Month one of the Founder window.,2027-08-17
37d4147d-a19f-4d28-b7cc-d4f7b6f473c1,EvidLY,Facebook,Multi-location: what doesn't transfer,2030-02-21
6bd46166-e261-4444-a2af-6dbf3c4ee029,EvidLY,Facebook,Multi-location: what doesn't transfer,2030-02-07
9b10336c-af60-4041-aff6-c499c613af0a,EvidLY,Facebook,Multi-location: what doesn't transfer,2030-03-27
9a87db87-58fa-4d8d-8721-caecf64b603d,EvidLY,Facebook,"New staff, old procedures",2028-09-11
fc42c7c4-3637-4579-a70c-fc8e6dcd6706,EvidLY,Facebook,"New staff, old procedures",2028-08-25
1b5672be-e9da-4684-a6d4-5b6bb8adc820,EvidLY,Facebook,"New staff, old procedures",2028-10-02
1d993362-1bb9-4adf-88d5-26ded2ab3833,EvidLY,Facebook,NFPA 96 in plain English,2028-01-21
b2a1d668-6cd4-4ad4-8da4-3d19108e72df,EvidLY,Facebook,NFPA 96 in plain English,2028-03-08
daad3ca1-2668-4a7d-bb4f-6eb4577e50e0,EvidLY,Facebook,NFPA 96 in plain English,2028-02-14
24d1b02c-35ba-4d00-8dc7-9337bb4b8b9e,EvidLY,Facebook,One year of the Founder cohort,2027-07-23
a998c63e-74df-4be9-a7f4-cd23043a384d,EvidLY,Facebook,One year of the Founder cohort,2027-07-21
0093fe1f-7a6c-46ad-9687-dfb0065fc52c,EvidLY,Facebook,One year of the Founder cohort,2027-07-19
4f0798ab-d939-47e6-92d9-f9202bf00d77,EvidLY,Facebook,"Patio, outdoor, and mobile: the requirements change",2027-10-19
c42aa0a8-c4ed-44b7-b88d-056fd0a4c17f,EvidLY,Facebook,"Patio, outdoor, and mobile: the requirements change",2029-05-01
f29189db-836e-4ae2-8009-b3dbc32d1d48,EvidLY,Facebook,"Patio, outdoor, and mobile: the requirements change",2029-12-18
024b91b9-f06c-4b21-a17e-cb1182b2d9a1,EvidLY,Facebook,Peak season readiness,2026-08-18
ac6b192b-a067-4e42-878e-cf5511355169,EvidLY,Facebook,Peak season readiness,2029-02-06
0b8f7649-aa6d-42e0-89c7-bb5339a07dc1,EvidLY,Facebook,Peak season readiness,2026-11-10
a9ac0309-1c26-4281-a1b5-3d8e44d349c7,EvidLY,Facebook,"Pest, and the requirement that's always current",2029-01-02
4b4f4b86-c5cb-4ffd-a92b-023b60c07f41,EvidLY,Facebook,"Pest, and the requirement that's always current",2027-09-14
86789c3e-aad9-42d7-a8bc-377e6df8d09c,EvidLY,Facebook,"Pest, and the requirement that's always current",2028-07-18
5b6215bf-b73b-4332-846d-c7e92adcf39d,EvidLY,Facebook,Planned repair or emergency? The signal decides.,2028-01-18
8c5e1bc2-d7b7-4919-8ed5-34bd7080020d,EvidLY,Facebook,Predict. Reduce. Prove.,2028-08-08
162f8a72-4bd0-48ec-a927-3dbed0656636,EvidLY,Facebook,Predict. Reduce. Prove. — year two,2027-08-13
f6b75adc-c57e-495c-b59f-f31afce887ec,EvidLY,Facebook,Predict. Reduce. Prove. — year two,2027-08-11
b974dc4b-5e85-4e8b-9dd5-f596a53bfba2,EvidLY,Facebook,Predict. Reduce. Prove. — year two,2027-08-09
110e9a5c-ac88-445c-9dfa-a1d55142d827,EvidLY,Facebook,"Reduce, not prevent",2028-12-08
d2fa7a9d-efb2-4fbf-b318-472a74c61520,EvidLY,Facebook,"Reduce, not prevent",2029-01-01
4b63a080-e59b-4a3c-ae9f-c1e5990db830,EvidLY,Facebook,"Reduce, not prevent",2029-01-17
a84a9660-620a-41cf-8e62-db0271293d2e,EvidLY,Facebook,Refrigeration: recovery time over temperature,2028-12-19
24760f79-a412-46b0-bca0-3a7a6f1e4640,EvidLY,Facebook,Refrigeration: recovery time over temperature,2027-02-16
0f129c94-908d-4b4e-bb10-1ab611d3d871,EvidLY,Facebook,Refrigeration: recovery time over temperature,2026-11-24
f52bdeda-f489-4d48-b47f-b73ae699dfd5,EvidLY,Facebook,"Selling, buying, and the diligence file",2030-01-01
ae718f12-4243-4ca9-adea-167fc33caab1,EvidLY,Facebook,"Selling, buying, and the diligence file",2027-07-09
3e940c12-90df-4a1e-bccd-0d8c1407dcce,EvidLY,Facebook,"Selling, buying, and the diligence file",2027-06-22
848832de-a6d4-4957-bdd8-99b0deb2d849,EvidLY,Facebook,Setting the year: what to fix first,2029-10-11
614953b8-6b87-49df-a1d3-aa50dba6dccb,EvidLY,Facebook,Setting the year: what to fix first,2029-08-31
939bf8f7-879d-4461-88ab-1dab3d2676f0,EvidLY,Facebook,Setting the year: what to fix first,2029-09-19
68fce951-7155-4fd0-9223-008841e0e1f0,EvidLY,Facebook,Spring inspection season opens,2028-02-29
63efb161-8ace-4bab-ac76-2c4b5f83b9d3,EvidLY,Facebook,Spring inspection season opens,2028-02-15
abad47a7-d348-4d7e-b583-d0112b187bd4,EvidLY,Facebook,Spring inspection season opens,2029-01-23
83b212de-1d76-4066-a7af-e945ce46cb9f,EvidLY,Facebook,"Summer volume, shorter intervals",2028-07-04
20bd1fef-3a14-4c68-85b5-0495f2e36075,EvidLY,Facebook,"Summer volume, shorter intervals",2027-01-26
6418507b-c7cc-49c5-8d58-1b92e69e1353,EvidLY,Facebook,"Summer volume, shorter intervals",2028-02-22
f07e07aa-7975-471e-82a2-09a24a16b552,EvidLY,Facebook,Suppression service life,2029-12-04
fde97a0f-9e59-4d65-a830-3ec8737c5eb4,EvidLY,Facebook,Suppression service life,2030-02-26
08a040dc-4867-4b13-8a29-e4de98de167d,EvidLY,Facebook,Suppression service life,2026-10-20
84901210-4e26-4c32-b519-bda67b6d9be5,EvidLY,Facebook,Suppression: the system that gives you no feedback,2028-05-02
8c3f7ce7-ff6b-4f3c-ae79-12dc890de75e,EvidLY,Facebook,Suppression: the system that gives you no feedback,2028-04-07
